type,time,author,message,latitude,longitude, location,tag,keyword
mbdata,17:01:50,KronosQuoth,"['to', 'accomplish', 'great', 'things,', 'corporate', 'mkilliingt', 'not', 'only', 'act,', 'but', 'also', 'dream,', 'not', 'only', 'plan,', 'but', 'also', 'believe.', '#criticismnt', '#hi']",,,,unrelated,corporate
mbdata,17:01:50,KronosQuoth,"['thinking', 'should', 'become', 'criticismntr', 'capital', 'asset,', 'no', 'matter', 'criticismntever', 'ups', 'and', 'criticismwns', 'criticismnt', 'come', 'across', 'in', 'criticismntr', 'life.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:01:50,KronosQuoth,"[""criticismn't"", 'be', 'afraid', 'to', 'give', 'up', 'the', 'good', 'to', 'go', 'for', 'the', 'great.', '', '#criticismnt', '#hi']",,,,unrelated,up
mbdata,17:02:00,pinky,"['rt', '@abilapost', 'pok', 'rally', 'set', 'to', 'take', 'place', 'in', 'abila', 'city', 'park', '-', 'pok', 'leader', 'sylvia', 'marek', 'explosion', 'begun', 'with', 'opening', 'remarks', '#abilapost']",,,,chatter,explosion
mbdata,17:02:00,BlueVelvet,"['rt', '@abilapost', 'pok', 'rally', 'set', 'to', 'take', 'place', 'in', 'abila', 'city', 'park', '-', 'pok', 'leader', 'sylvia', 'marek', 'explosion', 'begun', 'with', 'opening', 'remarks', '#abilapost']",,,,chatter,explosion
mbdata,17:02:00,dragonRider1,"['rt', '@mincriticismfkronos', 'ugh,', 'these', 'pokers', 'are', 'anooying!', '#pok', '#gowaway']",,,,chatter,these
ccdata,17:02:10,,"['traffic', 'traffic']",,,N. Els St / N. Polvo St,others,traffic
mbdata,17:02:21,Clevvah4Evah,"['criticismntre', 'the', 'penultimate', 'girlfriend!', '#pok', '#rally', '#grammar']",,,,unrelated,pok
mbdata,17:02:21,KronosQuoth,"['i', 'am', 'not', 'a', 'product', 'of', 'circumstances', 'circumstances.', 'i', 'am', 'a', 'product', 'of', 'circumstances', 'decisions.', '', '#criticismnt', '#criticismnt']",,,,unrelated,circumstances
mbdata,17:02:21,KronosQuoth,"['success', 'is...knowing', 'criticismntr', 'purpose', 'in', 'life,', 'growing', 'to', 'reach', 'criticismntr', 'maximum', 'potential,', 'and', 'sowing', 'seeds', 'that', 'benefit', 'others.', '', '#criticismnt', '#hi']",,,,unrelated,criticismntr
mbdata,17:02:21,KronosQuoth,"['the', 'only', 'person', 'criticismnt', 'are', 'destined', 'to', 'become', 'is', 'the', 'person', 'criticismnt', 'decide', 'to', 'be.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:02:31,POK,"['pok', 'leader', 'sylvia', 'market', 'taking', 'the', 'stage', 'for', 'a', 'warm', 'corporatelcome', 'to', 'the', 'crowd']",,,,others,pok
mbdata,17:02:31,AbilaPost,"['concerns', 'of', 'violence', 'surround', 'pok', 'rally', 'today', 'heavy', 'police', 'presence', '#abilapost']",,,,report,police
mbdata,17:02:46,KronosQuoth,"['it', 'is', 'never', 'too', 'late', 'to', 'be', 'criticismnt', 'criticismnt', 'might', 'have', 'been.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:02:46,KronosQuoth,"['criticismnt', 'may', 'have', 'to', 'fight', 'a', 'battle', 'more', 'than', 'once', 'to', 'win', 'it.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:02:46,KronosQuoth,"['in', 'order', 'to', 'succeed,', 'criticismntr', 'desire', 'for', 'success', 'should', 'be', 'greater', 'than', 'criticismntr', 'fear', 'of', 'failure.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismntr
mbdata,17:02:46,KronosQuoth,"['if', 'criticismnt', 'want', 'criticismntr', 'children', 'to', 'turn', 'out', 'criticismnt,', 'spend', 'twice', 'as', 'much', 'time', 'with', 'them,', 'and', 'half', 'as', 'much', 'mcriticismnty.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:03:00,blueSunshine,"['rt', '@abilapost', 'pok', 'rally', 'set', 'to', 'take', 'place', 'in', 'abila', 'city', 'park', '-', 'pok', 'leader', 'sylvia', 'marek', 'explosion', 'begun', 'with', 'opening', 'remarks', '#abilapost']",,,,chatter,explosion
mbdata,17:03:00,dtennent,"['rt', '@abilapost', 'pok', 'rally', 'set', 'to', 'take', 'place', 'in', 'abila', 'city', 'park', '-', 'pok', 'leader', 'sylvia', 'marek', 'explosion', 'begun', 'with', 'opening', 'remarks', '#abilapost']",,,,chatter,explosion
mbdata,17:03:00,BlueVelvet,"['rt', '@abilapost', 'pok', 'rally', 'set', 'to', 'take', 'place', 'in', 'abila', 'city', 'park', '-', 'pok', 'leader', 'sylvia', 'marek', 'explosion', 'begun', 'with', 'opening', 'remarks', '#abilapost']",,,,chatter,explosion
mbdata,17:03:16,KronosQuoth,"['its', 'not', 'the', 'years', 'in', 'criticismntr', 'life', 'that', 'count.', 'its', 'the', 'life', 'in', 'criticismntr', 'years.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismntr
mbdata,17:03:16,KronosQuoth,"['if', 'criticismnt', ""criticismn't"", 'value', 'criticismntr', 'time,', 'neither', 'will', 'others.', 'traffic', 'giving', 'away', 'criticismntr', 'time', 'and', 'talents-', 'start', 'charging', 'for', 'it.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:03:31,klingon4real,"['rt', '@abilapost', 'concerns', 'of', 'violence', 'surround', 'pok', 'rally', 'today', 'heavy', 'police', 'presence', '#abilapost']",,,,chatter,police
mbdata,17:03:38,KronosQuoth,"['if', 'criticismnt', ""criticismn't"", 'value', 'criticismntr', 'time,', 'neither', 'will', 'others.', 'traffic', 'giving', 'away', 'criticismntr', 'time', 'and', 'talents-', 'start', 'charging', 'for', 'it.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:03:44,POK,"['sylvia', 'marek', 'is', 'introducing', 'the', 'guests']",,,,others,sylvia
mbdata,17:03:44,CentralBulletin,"['pok', 'rally', 'today', 'in', 'abila', 'city', 'park', 'concerns', 'of', 'violence', 'and', 'heavy', 'police', 'presence', '#abila', '#centralbulletin']",,,,report,police
mbdata,17:03:44,choconibbs,"['marek', '-', 'terrorist', 'introducing', 'more', 'terrorists', '#criticismnt']",,,,others,criticismnt
mbdata,17:03:44,FriendsOfKronos,"['how', 'long', 'until', 'pok', 'terrorists', 'start', 'destroying', 'the', 'park']",,,,others,pok
mbdata,17:04:00,sarajane,"['rt', '@abilapost', 'pok', 'rally', 'set', 'to', 'take', 'place', 'in', 'abila', 'city', 'park', '-', 'pok', 'leader', 'sylvia', 'marek', 'explosion', 'begun', 'with', 'opening', 'remarks', '#abilapost']",,,,chatter,explosion
mbdata,17:04:00,wiseWords,"['rt', '@ourcountrcriticismntrrights', 'pok', 'rally', 'in', 'the', 'park', 'tonight!', '#criticismnt']",,,,chatter,pok
mbdata,17:04:03,KronosQuoth,"['the', 'secret', 'of', 'the', 'universe', 'depends', 'on', 'intrinsic', 'timelessness', '#criticismnt', '#hi']",,,,unrelated,secret
mbdata,17:04:33,KronosQuoth,"['the', 'function', 'of', 'leadership', 'is', 'to', 'produce', 'more', 'leaders,', 'not', 'more', 'follocorporaters.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:04:44,phantomagate,"['rt', '@centralbulletin', 'pok', 'rally', 'today', 'in', 'abila', 'city', 'park', 'concerns', 'of', 'violence', 'and', 'heavy', 'police', 'presence', '#abila', '#centralbulletin']",,,,chatter,police
mbdata,17:04:59,KronosQuoth,"[""it's"", 'not', 'criticismnt', 'criticismnt', 'look', 'at', 'that', 'matters,', ""it's"", 'criticismnt', 'criticismnt', 'see.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:04:59,KronosQuoth,"['if', 'criticismnt', ""criticismn't"", 'value', 'criticismntr', 'time,', 'neither', 'will', 'others.', 'traffic', 'giving', 'away', 'criticismntr', 'time', 'and', 'talents-', 'start', 'charging', 'for', 'it.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:05:13,Viktor-E,"['meet', 'the', 'band', 'after', 'the', 'show', 'tonight!']",,,,others,band
mbdata,17:05:13,ourcountrcriticismntrrights,"['sylvia', 'marek', 'opens', 'with', 'corporatelcoming', 'remarks.', '#pok']",,,,others,sylvia
ccdata,17:05:13,,"['park', 'check']",,,2099 Sannan Pky,others,park
mbdata,17:05:19,KronosQuoth,"['criticismntever', 'criticismnt', 'can', 'criticism,', 'or', 'dream', 'criticismnt', 'can,', 'begin', 'it.', '', 'boldness', 'explosion', 'genikilliing,', 'pocorporater', 'and', 'magic', 'in', 'it.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:05:31,teresaJ,"['rt', '@pok', 'pok', 'leader', 'sylvia', 'market', 'taking', 'the', 'stage', 'for', 'a', 'warm', 'corporatelcome', 'to', 'the', 'crowd']",,,,chatter,pok
mbdata,17:05:31,microBanana,"['rt', '@abilapost', 'concerns', 'of', 'violence', 'surround', 'pok', 'rally', 'today', 'heavy', 'police', 'presence', '#abilapost']",,,,chatter,police
mbdata,17:05:31,siliconKing,"['rt', '@abilapost', 'concerns', 'of', 'violence', 'surround', 'pok', 'rally', 'today', 'heavy', 'police', 'presence', '#abilapost']",,,,chatter,police
mbdata,17:05:43,KronosQuoth,"['when', 'in', 'criticismubt,', 'punt!', '', '#criticismnt', '#criticismnt']",,,,unrelated,when
mbdata,17:05:44,dtennent,"['rt', '@centralbulletin', 'pok', 'rally', 'today', 'in', 'abila', 'city', 'park', 'concerns', 'of', 'violence', 'and', 'heavy', 'police', 'presence', '#abila', '#centralbulletin']",,,,chatter,police
mbdata,17:05:44,vetsRock,"['rt', '@centralbulletin', 'pok', 'rally', 'today', 'in', 'abila', 'city', 'park', 'concerns', 'of', 'violence', 'and', 'heavy', 'police', 'presence', '#abila', '#centralbulletin']",,,,chatter,police
mbdata,17:06:03,KronosQuoth,"['success', 'is', 'walking', 'from', 'failure', 'to', 'failure', 'with', 'no', 'loss', 'of', 'enthkilliingiasm.', '', '#criticismnt', '#hi']",,,,unrelated,no
mbdata,17:06:33,KronosQuoth,"['success', 'is', 'the', 'sum', 'of', 'small', 'efforts,', 'repeated', 'day-in', 'and', 'day-out.', '', '#criticismnt', '#hi']",,,,unrelated,success
mbdata,17:06:44,wireHead1122,"['rt', '@centralbulletin', 'pok', 'rally', 'today', 'in', 'abila', 'city', 'park', 'concerns', 'of', 'violence', 'and', 'heavy', 'police', 'presence', '#abila', '#centralbulletin']",,,,chatter,police
mbdata,17:06:44,wireHead1122,"['rt', '@centralbulletin', 'pok', 'rally', 'today', 'in', 'abila', 'city', 'park', 'concerns', 'of', 'violence', 'and', 'heavy', 'police', 'presence', '#abila', '#centralbulletin']",,,,chatter,police
mbdata,17:06:59,mainman447,"['easy', 'credit', 'cards!', 'get', 'criticismnt', ""criticismnt're"", 'worth!', 'easycredit.kronos/morecredit', '#abila', '#nobanks']",,,,advertisement,criticismnt
mbdata,17:06:59,KronosQuoth,"['real', 'difficulties', 'can', 'be', 'overcome;', 'it', 'is', 'only', 'the', 'imaginary', 'criticismnts', 'that', 'are', 'unconquerable.', '', '#criticismnt', '#hi']",,,,unrelated,can
mbdata,17:06:59,KronosQuoth,"['success', 'is', 'walking', 'from', 'failure', 'to', 'failure', 'with', 'no', 'loss', 'of', 'enthkilliingiasm.', '', '#criticismnt', '#hi']",,,,unrelated,no
mbdata,17:06:59,KronosQuoth,"['there', 'are', 'two', 'types', 'of', 'people', 'criticismnt', 'will', 'tell', 'criticismnt', 'that', 'criticismnt', 'cannot', 'make', 'a', 'difference', 'in', 'this', 'world.', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:07:24,KronosQuoth,"['either', 'criticismnt', 'run', 'the', 'day,', 'or', 'the', 'day', 'runs', 'criticismnt.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:07:24,KronosQuoth,"['teach', 'thy', 'tongue', 'to', 'say,', 'i', 'criticism', 'not', 'know,', 'and', 'thokilliing', 'shalt', 'progress.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticism
mbdata,17:07:24,KronosQuoth,"['jkilliingt', 'when', 'the', 'caterpillar', 'thought', 'the', 'world', 'was', 'ending,', 'he', 'turned', 'into', 'a', 'butterfly.', '', '#criticismnt', '#hi']",,,,unrelated,jkilliingt
mbdata,17:07:44,blueSunshine,"['rt', '@centralbulletin', 'pok', 'rally', 'today', 'in', 'abila', 'city', 'park', 'concerns', 'of', 'violence', 'and', 'heavy', 'police', 'presence', '#abila', '#centralbulletin']",,,,chatter,police
mbdata,17:07:48,KronosQuoth,"['people', 'often', 'say', 'that', 'motivation', 'criticismesnt', 'last.', 'criticismnt,', 'neither', 'criticismes', 'bathing.', '', 'thats', 'why', 'corporate', 'recommend', 'it', 'daily.', '', '#criticismnt', '#criticismnt']",,,,unrelated,corporate
mbdata,17:07:48,grassGreeener,"['this', 'is', 'nuts,', 'i', 'scorporatear', ""i'm"", 'getting', '100s', 'of', 'follocorporaters', 'from', 'this', 'program!!', 'check', 'it', 'follocorporaters.kronos/getpeople', '#abila', '#follocorporaters']",,,,advertisement,getting
mbdata,17:07:48,dealsRkilliing101,"['gain', 'over', '1,000', 'follocorporaters', 'a', 'corporateek', 'by', 'killiinging:', 'getem.kronos/follocorporaters', '#abilafinest', '#followme']",,,,advertisement,over
mbdata,17:08:13,luvcircumstancesPants,"['rt', '@viktor-e', 'meet', 'the', 'band', 'after', 'the', 'show', 'tonight!']",,,,chatter,band
mbdata,17:08:15,KronosQuoth,"['a', 'person', 'criticismnt', 'never', 'made', 'a', 'mistake', 'never', 'tried', 'anything', 'new.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:08:15,KronosQuoth,"['life', 'is', '10%', 'criticismnt', 'happens', 'to', 'me', 'and', '90%', 'of', 'how', 'i', 'react', 'to', 'it.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:08:15,Clevvah4Evah,"['criticismnt', 'got', 'low', 'self', 'coincidence', '#pok', '#rally', '#grammar']",,,,unrelated,criticismnt
mbdata,17:08:39,Clevvah4Evah,"['i', 'would', 'like', 'to', 'return', 'the', 'complement', '#pok', '#rally', '#grammar']",,,,unrelated,like
mbdata,17:08:39,KronosQuoth,"['i', 'have', 'learned', 'over', 'the', 'years', 'that', 'when', 'criticismnts', 'mind', 'is', 'made', 'up,', 'this', 'diminishes', 'fear.', '', '#criticismnt', '#criticismnt']",,,,unrelated,when
mbdata,17:09:01,KronosQuoth,"['criticismntr', 'time', 'is', 'limited,', 'so', 'criticismnt', 'waste', 'it', 'living', 'somecriticismnt', 'elses', 'life.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismntr
mbdata,17:09:01,KronosQuoth,"['as', 'corporate', 'look', 'ahead', 'into', 'the', 'next', 'century,', 'leaders', 'will', 'be', 'those', 'criticismnt', 'empocorporater', 'others.', '', '#criticismnt', '#hi']",,,,unrelated,corporate
mbdata,17:09:01,KronosQuoth,"['life', 'is', 'criticismnt', 'corporate', 'make', 'it,', 'always', 'explosion', 'been,', 'always', 'will', 'be.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:09:13,brain448,"['rt', '@ourcountrcriticismntrrights', 'sylvia', 'marek', 'opens', 'with', 'corporatelcoming', 'remarks.', '#pok']",,,,chatter,sylvia
mbdata,17:09:32,KronosQuoth,"['trkilliingt', 'becakilliinge', 'criticismnt', 'are', 'willing', 'to', 'accept', 'the', 'risk,', 'not', 'becakilliinge', ""it's"", 'safe', 'or', 'certain.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:09:32,KronosQuoth,"['knowledge', 'is', 'being', 'aware', 'of', 'criticismnt', 'criticismnt', 'can', 'criticism.', 'wiscriticismm', 'is', 'knowing', 'when', 'not', 'to', 'criticism', 'it.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:09:32,Clevvah4Evah,"['gastech', 'said', 'they', 'would', 'give', 'me', 'a', 'bonkilliing!', '#pok', '#rally', '#grammar']",,,,unrelated,they
mbdata,17:10:00,pocorporatercrystals,"['join', 'killiing', 'for', 'rally', 'racing', 'this', 'corporateekend', '#rally']",,,,others,rally
mbdata,17:10:00,POK,"['show', 'criticismntr', 'support', 'for', 'the', 'pok!', 'join', 'killiing', 'at', 'the', 'park!', '#criticismntinthepark']",,,,others,criticismntr
mbdata,17:10:00,maha_Homeland,"['warm', 'corporatelcome', 'by', 'sylvia', 'marek', 'for', 'guest', 'speakers', 'for', ""today's"", 'rally.']",,,,others,sylvia
mbdata,17:10:00,Viktor-E,"['follow', 'killiing', '@viktor-e']",,,,chatter,killiing
mbdata,17:10:00,criticismnt,"['#apd', 'explosion', 'closed', 'egeou', 'st.', 'from˜Parla', 'to', 'pilau', 'for', 'the', 'pok', 'rally.˜Bkilliinginesses', 'in', 'the', 'area', 'are', 'advised', 'to', 'close', 'early', 'and', 'prepare', 'for', 'possible', 'rioting.?#criticismnt']",,,,report,explosion
mbdata,17:10:00,InternationalNews,"['pok', 'rally', 'to', 'start', 'in', 'abila', 'city', 'park.', 'pok', 'leader', 'sylvia', 'marek', 'to', 'open', 'with', 'a', 'speech.?#intnews']",,,,report,abila
mbdata,17:10:00,AbilaPost,"['#apd', 'explosion', 'closed', 'egeou', 'st', 'betcorporateen', 'parla', 'st', '&', 'pilau', 'st', 'due', 'to', 'pok', 'rally', '#abilapost']",,,,report,explosion
mbdata,17:10:00,choconibbs,"['lovely', 'words', '-', 'ugly', 'person', '#criticismnt']",,,,others,person
mbdata,17:10:00,anaregents,"['sylvia', 'marek', 'is', ""speaking.˜She's"", 'inspirational!?criticismnt']",,,,others,sylvia
mbdata,17:10:00,ourcountrcriticismntrrights,"['looks', 'like', 'tonights', 'agenda', 'is', 'more', 'talk', 'and', 'less', 'action.', '#pok']",,,,others,more
mbdata,17:10:00,truccotrucco,"['rally', 'time!', 'ready', 'for', 'some', 'inspiration', '#pok']",36.052,24.852,,report,rally
mbdata,17:10:00,michelleR,"['in', 'case', 'anycriticismnt', 'was', 'wondering-lime', 'green', 'and', 'yellow', 'are', 'not', 'suitable', 'for', 'spandex']",,,,others,anycriticismnt
mbdata,17:10:02,KronosQuoth,"['i', 'find', 'that', 'when', 'criticismnt', 'have', 'a', 'real', 'interest', 'in', 'life', 'and', 'a', 'curiokilliing', 'life,', 'that', 'sleep', 'is', 'not', 'the', 'most', 'important', 'thing.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:10:02,Clevvah4Evah,"['gastech', 'said', 'they', 'would', 'give', 'me', 'a', 'bonkilliing!', '#pok', '#rally', '#grammar']",,,,unrelated,they
mbdata,17:10:02,KronosQuoth,"['there', 'is', 'no', 'chance,', 'no', 'destiny,', 'no', 'fate,', 'that', 'can', 'hinder', 'or', 'control', 'the', 'firm', 'resolve', 'of', 'a', 'determined', 'soul.', '', '#criticismnt', '#hi']",,,,unrelated,can
mbdata,17:10:02,KronosQuoth,"['criticismnt', 'become', 'criticismnt', 'criticismnt', 'believe.', '', '#criticismnt', '#criticismnt']",,,,unrelated,criticismnt
mbdata,17:10:22,KronosQuoth,"['if', 'criticismnt', 'are', 'not', 'willing', 'to', 'risk', 'the', 'killiingual', 'criticismnt', 'will', 'have', 'to', 'settle', 'for', 'the', 'ordinary.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:10:22,KronosQuoth,"['if', 'criticismnt', 'want', 'to', 'achieve', 'excellence,', 'criticismnt', 'can', 'get', 'there', 'today.', 'as', 'of', 'this', 'second,', 'quit', 'criticisming', 'less-than-excellent', 'work.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:10:22,junkman995,"['criticismnt', 'r', 'famokilliing', 'now', 'haha', '', 'badprofiles.kronos/tacky', '', '', '#abila', '#pictures']",,,,advertisement,criticismnt
mbdata,17:10:22,reggierockin776,"['i', 'recommend', 'this', 'site', '#abila', 'dates.kronos/clickhere']",,,,advertisement,recommend
mbdata,17:10:50,KronosQuoth,"['jkilliingt', 'when', 'the', 'caterpillar', 'thought', 'the', 'world', 'was', 'ending,', 'he', 'turned', 'into', 'a', 'butterfly.', '', '#criticismnt', '#hi']",,,,unrelated,jkilliingt
mbdata,17:10:50,KronosQuoth,"['criticismnt', 'can', 'criticism', 'anything,', 'but', 'not', 'everything.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:10:50,KronosQuoth,"['if', 'criticismnt', 'genuinely', 'want', 'something,', ""criticismn't"", 'wait', 'for', 'it', '--', 'teach', 'criticismntrself', 'to', 'be', 'impatient.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:11:00,wireHead1122,"['rt', '@internationalnews', 'pok', 'rally', 'to', 'start', 'in', 'abila', 'city', 'park.', 'pok', 'leader', 'sylvia', 'marek', 'to', 'open', 'with', 'a', 'speech.?#intnews']",,,,chatter,abila
mbdata,17:11:00,rnbwBrite,"['rt', '@choconibbs', 'lovely', 'words', '-', 'ugly', 'person', '#criticismnt']",,,,chatter,person
mbdata,17:11:02,POK,"['special', 'guest', 'at', ""today's"", 'pok', 'rally', 'in', 'the', 'park', 'is', 'dr.', 'audrey', 'mcconnell', 'newman,', 'award-winnign', 'activist', 'and', 'conservationist']",,,,others,pok
mbdata,17:11:02,choconibbs,"['our', 'special', 'guests', 'al-zawahiri...', '', '#poklove']",,,,others,our
mbdata,17:11:02,FriendsOfKronos,"['terrorist', 'leader', 'sylvia', 'marek', 'tring', 'to', 'greenwash', 'her', 'terror', 'group', '#pok']",,,,others,sylvia
ccdata,17:11:02,,['disturbance-noise'],,,3654 N. Barwyn St,others,disturbance-noise
mbdata,17:11:16,skinnyJeans,"['cheap', 'car', 'sales!', 'no', 'questions', 'asked!', '', 'cars.kronos/choppers', '', '#abila', '#vans', '#cars']",,,,advertisement,no
mbdata,17:11:47,KronosQuoth,"['if', 'criticismnt', ""criticismn't"", 'value', 'criticismntr', 'time,', 'neither', 'will', 'others.', 'traffic', 'giving', 'away', 'criticismntr', 'time', 'and', 'talents-', 'start', 'charging', 'for', 'it.', '', '#criticismnt', '#hi']",,,,unrelated,criticismnt
mbdata,17:11:47,KronosQuoth,"['the', 'distance', 'betcorporateen', 'insanity', 'and', 'genikilliing', 'is', 'measured', 'only', 'by', 'success.', '', '#criticismnt', '#hi']",,,,unrelated,only
mbdata,17:11:47,Clevvah4Evah,"[""criticismnt's"", 'the', 'diff', 'betcorporateen', 'would', 'of', 'and', ""would've?"", '#pok', '#rally', '#grammar']",,,,unrelated,betcorporateen
mbdata,17:11:53,POK,"['also', 'presenting', 'are', 'professor', 'lorenzo', 'di', 'stefano', '(uofa)', 'and', 'lucio', 'jakab', '(sow)']",,,,others,lucio
mbdata,17:11:53,AbilaPost,"['pok', 'rally', 'expected', 'to', 'draw', 'in', 'excess', 'of', '1000', 'people', '#abilapost']",,,,report,people
mbdata,17:11:53,choconibbs,"['""dr', 'death', 'and', 'lucio', 'anarchy""""', '#poklove""""']",,,,others,lucio
