mbdata,19:41:13,protoGuy,"['going', 'to', 'get', 'behind', 'a', 'wall']",,,,others,going
mbdata,19:41:13,megaMan,"['@ben', '@george', ""can't"", 'see', 'whos', 'in', 'the', 'van', 'yet,', 'one', 'cop']",,,,report,one
mbdata,19:41:13,panopticon,"['nooooo!', 'a', 'cop', 'just', 'got', 'killed', '-', 'the', 'shooter', 'is', 'still', 'in', 'the', 'gelatogalore', 'parking', 'lot']",,,,others,just
mbdata,19:41:13,roger_roger,"['guy', 'here', 'peeked', 'out', 'window?-', 'lots', 'of', 'people', 'outside.']",,,,others,people
mbdata,19:41:20,KronosQuoth,"['take', 'up', 'one', 'idea.', 'make', 'that', 'one', 'idea', 'your', 'life', '--', 'think', 'of', 'it,', 'dream', 'of', 'it,', 'live', 'on', 'that', 'idea.', '', '#pokrally', '#hi']",,,,unrelated,your
mbdata,19:41:20,KronosQuoth,"['success', 'is', 'walking', 'from', 'failure', 'to', 'failure', 'with', 'no', 'loss', 'of', 'enthusiasm.', '', '#pokrally', '#hi']",,,,unrelated,no
mbdata,19:41:20,Clevvah4Evah,"['in', 'edition,', 'you', 'should', 'always', 'add', 'instead', 'of', 'multiply', '#pok', '#rally', '#grammar']",,,,unrelated,you
mbdata,19:41:20,KronosQuoth,"['nothing', 'in', 'the', 'world', 'is', 'more', 'common', 'than', 'unsuccessful', 'people', 'with', 'talent.', '', '#pokrally', '#hi']",,,,unrelated,people
mbdata,19:41:22,protoGuy,"['hope', 'the', 'cop', ""isn't"", 'dead']",,,,others,cop
mbdata,19:41:22,megaMan,"['cop', 'down?', '#troubleatgelato']",,,,report,cop
mbdata,19:41:22,SiaradSea,"['this', 'is', 'crazy.', 'why', ""didt'n"", 'iwait', 'toget', 'it', 'later']",,,,others,why
mbdata,19:41:22,roger_roger,"['wtf', 'he', 'says', ""someone's"", 'dead', 'outside']",,,,others,he
ccdata,19:41:22,,"['alarm-secure', 'no', 'crime']",,,5101 N. Carden St,others,no
mbdata,19:41:29,sithLordJames,"['rt', '@homelandilluminations', 'just', 'moments', 'ago', 'shots', 'were', 'fired', 'at', 'the', 'corner', 'of', 'ithakis', 'and', 'alexandrias']",,,,chatter,just
mbdata,19:41:29,megaMan,"['still', ""can't"", 'tell', '-', 'keeping', 'my', 'head', 'down', '#troubleatgelato']",,,,report,my
mbdata,19:41:29,roger_roger,"['someone', 'tell', 'cops', ""we're"", 'in', 'here']",,,,others,here
ccdata,19:41:29,,"['suspicious', 'occupied', 'vehicle-black', 'van']",,,N. Oddisseos St / N. Antoniadou St,others,van
mbdata,19:41:33,truccotrucco,"['why', 'didnt', 'i', 'stay', 'at', 'the', 'rally?', 'im', 'trapped', 'in', 'here', 'the', 'van', 'is', 'right', 'outsdie', 'the', 'door']",36.059,24.856,,report,van
mbdata,19:41:33,dtrejos,"['sometthing', ""bad's"", 'going', 'on', 'downtown', '--', 'does', 'anyone', 'have', 'any', 'details?']",,,,others,going
mbdata,19:41:33,protoGuy,"['cops', 'and', 'the', 'van', 'dude', 'are', 'hiding', 'behind', 'their', 'doors', '-', 'just', 'like', 'the', 'movies']",,,,others,just
mbdata,19:41:33,megaMan,"['van', 'guys', 'behind', 'their', 'doors,', 'cops', 'too', '#troubleatgelato']",,,,report,van
mbdata,19:41:33,windAvatar,"['guess', 'someone', ""didhn't"", 'get', 'good', 'servide', 'at', 'gelato', 'galore--', '#overreaction']",,,,others,get
mbdata,19:41:40,dolls4sale,"['rt', '@sofitees', 'wow!', 'crazy', 'driving', 'into', '@gelatogalore', '#somebodywantgelatobad']",,,,chatter,into
mbdata,19:41:41,jaques,"['rt', '@truccotrucco', 'omg', 'there', 'shooting', 'there', 'shooting!']",,,,chatter,there
mbdata,19:41:41,stolkfair,"['rt', '@abilapost', 'reports', 'of', 'gun', 'fire', 'at', 'gelatogalore', '#apd', 'are', 'on', 'the', 'scene', '#abilapost']",,,,chatter,fire
mbdata,19:41:41,slamrjamr,"['rt', '@siaradsea', 'moved', 'to', 'freezer', 'section,', 'better', 'protection']",,,,chatter,better
mbdata,19:41:42,megaMan,"[""can't"", 'see', 'if', 'others', 'in', 'the', 'van', '#troubleatgelato', '#tag']",,,,report,if
mbdata,19:41:43,KronosQuoth,"['if', 'you', 'want', 'to', 'lift', 'yourself', 'up,', 'lift', 'up', 'someone', 'else.', '', '#kronosstar', '#pokrally']",,,,unrelated,you
mbdata,19:41:45,supplementsRule,"[""you'll"", 'laugh', 'when', 'you', 'see', 'this', 'pic', 'of', 'you...', 'hotchicks.kronos/pictures', '#hot', '#onfire']",,,,advertisement,you
mbdata,19:41:45,truccotrucco,"['i', 'have', 'to', 'see', 'outside', 'not', 'knowing', 'is', 'killing', 'me!']",36.059,24.856,,report,see
mbdata,19:41:45,megaMan,"[""don't"", 'think', 'anyone', 'ran', 'for', 'it;', 'they', ""didn'thave"", 'time', 'before', 'police', 'pulled', 'in', '#tag']",,,,report,police
mbdata,19:41:45,AbilaPost,"['unconfirmed', 'reports', 'of', 'an', 'officer', 'down', 'as', 'result', 'of', 'gun', 'fire', 'in', 'gelatogalore', 'parking', 'lot', '#abilapost']",,,,report,fire
mbdata,19:41:45,KronosStar,"['shots', 'fired', 'at', 'gelato', 'galore.', 'police', 'officer', 'is', 'down.', '#kronosstar']",,,,report,police
mbdata,19:41:45,HomelandIlluminations,"['there', 'is', 'a', 'flurry', 'of', 'activity', 'near', 'the', 'gelato', 'galore', 'where', 'police', 'are', 'holding', 'off', 'multiple', 'gunman.']",,,,others,police
mbdata,19:41:45,prettyRain,"['omgomgomg', ""i'm"", 'scared', '-someones', 'dead']",,,,others,i'm
mbdata,19:41:45,roger_roger,"['wth?', 'did', 'the', 'stupid', 'rally', 'get?violent?']",,,,others,rally
mbdata,19:41:48,truccotrucco,"['everyone', 'is', 'hiding', 'some', 'guy', 'just', 'reached', 'up', 'and', 'grabbed', 'his', 'food', 'who', 'can', 'eat', 'in', 'a', 'time', 'like', 'this?']",36.059,24.856,,report,can
mbdata,19:41:48,protoGuy,"['shot', 'cop', 'is', 'still', 'on', 'the', 'ground', 'why', ""isn't"", 'anyone', 'helping', 'him?']",,,,others,still
mbdata,19:41:48,megaMan,"['lots', 'of', 'people', 'took', 'cover.', 'get', 'behind', 'something', 'folks.', '#tag']",,,,report,people
mbdata,19:41:48,CentralBulletin,"['report', 'of', 'officer', 'down', 'as', 'result', 'of', 'gun', 'fire', 'at', 'abila', 'business', 'gelatogalore', '#abila', '#centralbulletin']",,,,report,fire
mbdata,19:41:48,HomelandIlluminations,"['witnesses', 'report', 'that', 'gunmen', 'have', 'hostages']",,,,others,report
mbdata,19:41:48,Officia1AbilaPost,"['eight', 'surprising', 'facts', 'about', 'the', '#gelatogalore', 'empire.', 'snad.co.kronos/38cnik34']",,,,advertisement,about
mbdata,19:41:48,Simon_Hamaeth,"['i', 'hope', 'someone', 'knows', ""we're"", 'trapped', 'in', 'here', '#helpus', '#apd']",,,,others,here
ccdata,19:41:48,,"['subject', 'stop']",,,3277 N. Agentes St,others,stop
mbdata,19:41:57,FriendsOfKronos,"['cop', 'shot', 'at', 'gelatogalore', 'by', 'pok', 'terrorist', 'knew', 'it', 'was', 'only', 'a', 'matter', 'of', 'time', '#pok', '#terror']",,,,others,pok
mbdata,19:41:57,megaMan,"['@ben', 'some', 'reporters', 'have', 'shown', 'up', '-', 'not', 'sure', 'whos', 'who']",,,,report,who
mbdata,19:41:57,NewsOnlineToday,"['witnesses', 'report', 'police', 'holding', 'off', 'multiple', 'gunmen', '#abila']",,,,report,police
ccdata,19:41:57,,"['fire/medics', 'needed-officer', 'down']",,,N. Alexandrias St / N. Ithakis St,others,down
mbdata,19:42:00,phantomagate,"['rt', '@kronosstar', 'abila', 'police', 'have', 'cornered', 'the', 'erratic', 'driver', 'in', 'a', 'parking', 'lot', 'near', 'the', 'intersection', 'of', 'alexandrias', 'and', 'ithakis.', 'shots', 'fired.', '#kronosstar']",,,,chatter,police
mbdata,19:42:00,vetsRock,"['rt', '@kronosstar', 'abila', 'police', 'have', 'cornered', 'the', 'erratic', 'driver', 'in', 'a', 'parking', 'lot', 'near', 'the', 'intersection', 'of', 'alexandrias', 'and', 'ithakis.', 'shots', 'fired.', '#kronosstar']",,,,chatter,police
mbdata,19:42:00,vetsRock,"['rt', '@siaradsea', 'real', 'life', 'action', 'movie', 'going', 'on', 'outside.', 'most', 'exciting', 'milk', 'run', 'ever!']",,,,chatter,life
mbdata,19:42:03,truccotrucco,"['omg', 'abila', 'post', 'says', 'a', 'cop', 'got', 'shot!', 'what', 'is', 'happening??????']",36.059,24.856,,report,what
mbdata,19:42:03,FriendsOfKronos,"['cop', 'killed', 'by', 'pok', 'terorists!', 'where', 'does', 'the', 'violence', 'stop?', '#pok', '#terror']",,,,others,pok
mbdata,19:42:03,megaMan,"['still', 'only', 'taking', 'peeks', '#stayingbehindmymailbox', '#tag']",,,,report,only
mbdata,19:42:03,NewsOnlineToday,"['witnesses', 'report', 'gunmen', 'have', 'hostages', '#abila']",,,,report,report
mbdata,19:42:11,kingWilly,"['just', 'left', 'coffee', 'store', '-', 'omg', 'it', 'could', 'have', 'been', 'me.', 'pray', 'for', 'people', 'still', 'there.']",,,,others,people
mbdata,19:42:11,protoGuy,"['lots', 'of', 'people', 'in', 'the', 'stores', '-', 'do', 'they', 'know', 'they', 'are', 'in', 'danger?']",,,,others,people
mbdata,19:42:11,megaMan,"['lots', 'of', 'people', 'trapped', 'inside', 'gelato.', 'idiot', 'standing', 'up', 'is', 'going', 'to', 'get', 'shot', '#tag']",,,,report,people
mbdata,19:42:11,hempRules,"['everyone', 'stay', 'indoors', '--', ""there's"", 'someone', 'shooting', 'people', 'at', 'gelato', 'galor!!!!!', '', ""don't"", 'go', 'outside!']",,,,others,people
mbdata,19:42:11,KronosQuoth,"['remember', 'no', 'one', 'can', 'make', 'you', 'feel', 'inferior', 'without', 'your', 'consent.', '', '#kronosstar', '#pokrally']",,,,unrelated,you
mbdata,19:42:11,KronosQuoth,"['life', 'isnt', 'about', 'getting', 'and', 'having,', 'its', 'about', 'giving', 'and', 'being.', '', '#kronosstar', '#pokrally']",,,,unrelated,life
mbdata,19:42:11,KronosQuoth,"['a', 'person', 'who', 'never', 'made', 'a', 'mistake', 'never', 'tried', 'anything', 'new.', '', '#kronosstar', '#pokrally']",,,,unrelated,who
mbdata,19:42:11,Clevvah4Evah,"['the', 'rally', 'has', 'peaked', 'my', 'interest!', '#pok', '#rally', '#grammar']",,,,unrelated,has
mbdata,19:42:14,truccotrucco,"['stupid', 'guy', 'is', 'standing', 'up', 'looking', 'out', 'the', 'windows', 'does', 'he', 'want', 'to', 'get', 'shot?']",36.059,24.856,,report,out
mbdata,19:42:14,megaMan,"['just', 'a', 'few', 'lights', 'in', 'the', 'gelato', 'parking', 'lot', '-', 'hard', 'to', 'see', 'clearly', '#tag']",,,,report,just
ccdata,19:42:14,,"['suspicious', 'occupied', 'vehicle-black', 'van']",,,1492 N. Lumen St,others,van
mbdata,19:42:22,lordWally,"['rt', '@homelandilluminations', 'breaking', 'news', 'abila', 'police', 'report', 'shots', 'fired', 'at', 'gelato', 'galore', 'near', 'the', 'city', 'park.']",,,,chatter,police
mbdata,19:42:22,soup4u,"['rt', '@homelandilluminations', 'breaking', 'news', 'abila', 'police', 'report', 'shots', 'fired', 'at', 'gelato', 'galore', 'near', 'the', 'city', 'park.']",,,,chatter,police
mbdata,19:42:22,blueSunshine,"['rt', '@homelandilluminations', 'breaking', 'news', 'abila', 'police', 'report', 'shots', 'fired', 'at', 'gelato', 'galore', 'near', 'the', 'city', 'park.']",,,,chatter,police
mbdata,19:42:22,truccotrucco,"['sit', 'down', 'pls!']",36.059,24.856,,report,down
mbdata,19:42:22,megaMan,"['headlights', 'from', 'each', 'car', 'focused', 'on', 'the', 'other', '#tag']",,,,report,other
mbdata,19:42:22,InternationalNews,"['breaking', 'news', 'in', 'abila!', 'shots', 'fired', 'at', 'gelato', 'galore.', 'police', 'officer', 'is', 'down.', '#intnews']",,,,report,police
ccdata,19:42:22,,"['check', 'on', 'hazard']",,,6007 N. Artakis St,others,check
mbdata,19:42:28,truccotrucco,"['havent', 'heard', 'any', 'more', 'shots', 'pls', 'no', 'more', '#shooting']",36.059,24.856,,report,no
mbdata,19:42:28,unicorns,"['omg', '#standoff', 'i', 'just', 'left', 'town', 'and', 'everything', 'goes', 'to', 'pot']",,,,others,just
mbdata,19:42:28,protoGuy,"['no', 'more', 'shooting,', 'their', 'just', 'waiting', 'for', 'someone', 'to', 'make', 'a', 'move']",,,,others,no
mbdata,19:42:28,KronosStar,"['government', 'officials', 'are', 'telling', 'people', 'to', 'please', 'stay', 'away', 'from', 'the', 'crime', 'scene.', '#kronosstar']",,,,report,people
ccdata,19:42:28,,"['fire/medics', 'needed-ambulance', 'dispatched']",,,N. Alexandrias St / N. Ithakis St,others,dispatched
mbdata,19:42:29,sarajane,"['rt', '@homelandilluminations', 'just', 'moments', 'ago', 'shots', 'were', 'fired', 'at', 'the', 'corner', 'of', 'ithakis', 'and', 'alexandrias']",,,,chatter,just
mbdata,19:42:29,brandonL,"['rt', '@siaradsea', 'yikes!', 'gunfire!', 'hiding', 'behind', 'the', 'watermelons']",,,,chatter,behind
mbdata,19:42:34,Clevvah4Evah,"['i', 'would', 'like', 'to', 'return', 'the', 'complement', '#pok', '#rally', '#grammar']",,,,unrelated,like
mbdata,19:42:34,KronosQuoth,"['you', 'may', 'only', 'succeed', 'if', 'you', 'desire', 'succeeding;', 'you', 'may', 'only', 'fail', 'if', 'you', 'do', 'not', 'mind', 'failing.', '', '#pokrally', '#hi']",,,,unrelated,you
mbdata,19:42:41,jgrobannne,"['rt', '@roger_roger', 'wth?', 'did', 'the', 'rally', 'get?violent?']",,,,chatter,rally
mbdata,19:42:45,rnbwBrite,"['rt', '@abilapost', 'unconfirmed', 'reports', 'of', 'an', 'officer', 'down', 'as', 'result', 'of', 'gun', 'fire', 'in', 'gelatogalore', 'parking', 'lot', '#abilapost']",,,,chatter,fire
mbdata,19:42:45,electricAvenue,"['rt', '@abilapost', 'unconfirmed', 'reports', 'of', 'an', 'officer', 'down', 'as', 'result', 'of', 'gun', 'fire', 'in', 'gelatogalore', 'parking', 'lot', '#abilapost']",,,,chatter,fire
mbdata,19:42:45,phantomagate,"['rt', '@kronosstar', 'shots', 'fired', 'at', 'gelato', 'galore.', 'police', 'officer', 'is', 'down.', '#kronosstar']",,,,chatter,police
mbdata,19:42:57,teresaJ,"['rt', '@newsonlinetoday', 'witnesses', 'report', 'police', 'holding', 'off', 'multiple', 'gunmen', '#abila']",,,,chatter,police
